#auto generated file!
180.0;17;41;42
186.0;18;39;43
192.0;19;39;42
198.0;19;39;42
204.0;18;39;43
210.0;18;39;43
216.0;18;39;43
222.0;18;39;43
228.0;17;39;44
234.0;17;40;43
240.0;16;41;43
246.0;17;42;41
252.0;17;41;42
258.0;17;40;43
264.0;19;41;40
270.0;19;42;39
276.0;20;42;38
282.0;19;44;37
288.0;20;43;37
294.0;20;43;37
300.0;20;43;37
306.0;20;44;36
312.0;19;46;35
318.0;20;44;36
324.0;20;43;37
330.0;20;43;37
336.0;20;42;38
342.0;20;41;39
348.0;21;42;37
354.0;20;42;38
360.0;20;43;37
366.0;19;45;36
372.0;19;45;36
378.0;18;48;34
384.0;19;48;33
390.0;20;48;32
396.0;20;46;34
402.0;20;46;34
408.0;20;47;33
414.0;20;46;34
420.0;20;47;33
426.0;20;46;34
432.0;19;46;35
438.0;20;44;36
444.0;22;43;35
450.0;23;43;34
456.0;24;42;34
462.0;24;39;37
468.0;26;39;35
474.0;28;38;34
480.0;29;38;33
486.0;28;40;32
492.0;28;40;32
498.0;28;40;32
504.0;27;40;33
510.0;27;40;33
516.0;27;39;34
522.0;27;39;34
528.0;27;39;34
534.0;27;39;34
540.0;27;38;35
546.0;27;37;36
552.0;26;37;37
558.0;29;37;34
564.0;29;36;35
570.0;29;35;36
576.0;29;36;35
582.0;30;35;35
588.0;31;35;34
594.0;31;37;32
600.0;30;36;34
606.0;29;38;33
612.0;29;38;33
618.0;30;40;30
624.0;32;38;30
630.0;29;39;32
636.0;29;37;34
642.0;29;37;34
648.0;29;37;34
654.0;29;38;33
660.0;29;37;34
666.0;29;38;33
672.0;29;37;34
678.0;29;37;34
684.0;30;36;34
690.0;30;34;36
696.0;30;34;36
702.0;29;36;35
708.0;31;38;31
714.0;31;36;33
720.0;31;37;32
726.0;31;38;31
732.0;31;38;31
738.0;30;39;31
744.0;30;38;32
750.0;30;38;32
756.0;31;37;32
762.0;31;37;32
768.0;32;37;31
774.0;30;36;34
780.0;31;36;33
786.0;32;36;32
792.0;31;38;31
798.0;33;37;30
804.0;33;35;32
810.0;34;35;31
816.0;34;37;29
